behavior_belief1,behavior_belief2
0.3700225651264192,0.42160141468048107
-0.0522054359316822,0.38632637262344377
0.33497482538223244,0.6637042760848995
0.13802775740623452,0.42888376116752636
0.33181321620941173,0.9126824140548704
0.3424231708049774,0.4488789737224572
0.7800852656364442,0.45518276095390325
-0.01065300963819088,0.6537222862243655
0.13802775740623452,0.42888376116752636
0.6027572751045226,0.6623541116714478
0.33497482538223244,0.6637042760848995
0.11514320224523539,0.9110128879547119
0.7601289153099057,0.6854424476623533
0.5905273556709291,0.6879469752311707
0.3339638710021976,0.21299533545970895
0.339895904064178,0.309386342763901
0.589481651782989,0.4365134537220004
0.11514320224523539,0.9110128879547119
0.33295211195945784,0.3301116526126854
-0.012290859594940709,0.669992923736572
0.1146073266863829,1.0721224546432495
0.5871154665946957,0.6671924591064455
0.11556581407785459,1.075389623641968
0.1146073266863829,1.0721224546432495
0.7748712897300717,0.435704499483109
0.589481651782989,0.4365134537220004
0.11660497635602945,0.6665317416191099
0.5799522995948792,0.9118158817291264
-0.008558971807360427,0.42573991417884854
0.76306289434433,0.44086119532585183
0.5817450881004336,0.44685912132263134
0.1159212812781336,0.6822257637977591
0.1226179823279378,0.43623292446136475
0.7642552852630616,0.45063838362693737
0.576527297496796,0.9269265532493589
0.5871154665946957,0.6671924591064455
0.1159212812781336,0.6822257637977591
0.3487088978290558,0.6720635890960696
0.34988588094711304,0.43784034252166754
0.5845702290534971,1.0782617330551156
0.34151902794837985,1.0780302286148078
-0.011729510501027565,0.6530957818031313
0.012633385136723532,0.4178034961223604
0.6027572751045226,0.6623541116714478
0.6015088558197023,0.30929046869277965
-0.04944575577974275,0.6184384822845461
-0.055621318519114976,0.24833531677722953
0.33531653881072987,0.4303764402866361
0.3487088978290558,0.6720635890960696
0.6088503599166869,0.663002133369446
0.5842975974082946,0.9154854416847231
0.5842975974082946,0.9154854416847231
0.5883999466896054,0.6705183982849123
0.6051926016807557,1.079854130744935
-0.04944575577974275,0.6184384822845461
0.13303630053997023,0.6613445281982422
0.13303630053997023,0.6613445281982422
0.34988588094711304,0.43784034252166754
0.3668043017387391,0.9088414907455447
0.7400115132331851,0.9126458168029787
0.5845702290534971,1.0782617330551156
0.5839112401008604,0.6666898727416992
0.3668043017387391,0.9088414907455447
-0.0522054359316822,0.38632637262344377
0.7400115132331851,0.9126458168029787
0.3456066250801083,0.43443492054939264
0.3668043017387391,0.9088414907455447
0.5842975974082946,0.9154854416847231
0.5806369185447691,0.6827751994132993
0.13077372312545782,0.45045292377471874
-0.034114368259906144,0.2280790805816648
0.10215411335229888,0.20905496180057492
0.12943868339061732,0.3235736489295954
0.33459934592247065,0.22177202999591783
0.344323247671127,1.0663982629776008
0.3417093753814696,0.9136989116668699
0.7589032649993889,0.6739460229873662
0.5756297707557682,1.0734034776687624
0.7642552852630616,0.45063838362693737
0.1226179823279378,0.43623292446136475
0.3456066250801083,0.43443492054939264
0.1226179823279378,0.43623292446136475
0.1188448891043661,0.4324768483638761
-0.02018592692911647,0.3018481433391574
-0.0072536822408440504,0.6576094627380376
0.6056784987449644,0.9084344506263737
0.006749888882040839,0.8963876366615304
0.10313300043344509,0.9097980260848999
0.11792667955160153,0.44647628068923867
0.1259608417749396,0.43116936087608354
0.3424231708049774,0.4488789737224572
0.3398956358432772,0.31373813748359675
0.13802775740623452,0.42888376116752636
0.33497482538223244,0.6637042760848995
0.11514320224523539,0.9110128879547119
0.7568956613540648,0.6698165535926823
0.11514320224523539,0.9110128879547119
0.12031484395265558,0.6707215905189512
0.009975800290704204,0.8940396904945378
0.3487088978290558,0.6720635890960696
0.12031484395265558,0.6707215905189512
0.11450552195310607,0.9261515140533443
-0.026444084942340476,0.31762167811393693
0.10215411335229888,0.20905496180057492
0.13077372312545782,0.45045292377471874
0.12739568948745728,0.925723671913147
0.3339638710021976,0.21299533545970895
0.7759340405464173,0.6910526752471924
0.5883999466896054,0.6705183982849123
0.3417093753814696,0.9136989116668699
0.7568956613540648,0.6698165535926823
0.5883999466896054,0.6705183982849123
0.3417093753814696,0.9136989116668699
0.3414484262466433,0.6846562623977654
0.34988588094711304,0.43784034252166754
0.3417093753814696,0.9136989116668699
0.5817450881004336,0.44685912132263134
0.7657446265220639,0.33096626400947543
0.5874854326248167,0.4324844181537631
0.13489063084125535,0.9065486788749699
0.10361588746309275,1.0813562870025641
0.5806369185447691,0.6827751994132993
0.34624117612838756,1.0790321826934821
0.13669162988662714,0.6617402434349064
0.13052120804786688,0.9081846475601196
0.13402156531810758,0.430747330188751
0.5735280513763423,0.6615090370178223
0.34988588094711304,0.43784034252166754
0.589481651782989,0.4365134537220004
0.5850131511688229,0.4330461323261264
-0.0072536822408440504,0.6576094627380376
0.3445561826229093,0.6683066487312317
0.3456066250801083,0.43443492054939264
0.6056784987449644,0.9084344506263737
0.5735280513763423,0.6615090370178223
0.5883999466896054,0.6705183982849123
0.3445561826229093,0.6683066487312317
0.11660497635602945,0.6665317416191099
0.012633385136723532,0.4178034961223604
-0.0522054359316822,0.38632637262344377
0.33497482538223244,0.6637042760848995
0.012633385136723532,0.4178034961223604
0.10654524713754648,0.4282993376255031
0.579657018184662,0.31418299674987815
0.3417093753814696,0.9136989116668699
0.009975800290704204,0.8940396904945378
0.33497482538223244,0.6637042760848995
0.369203716516495,0.663397014141083
0.33181321620941173,0.9126824140548704
0.3445561826229093,0.6683066487312317
0.3695622682571411,0.4305857121944429
0.00012175925076052252,0.2977851629257204
0.5977542996406552,0.30957081913948087
0.33531653881072987,0.4303764402866361
0.3414484262466433,0.6846562623977654
